order_id,date,region,product,category,unit_price,quantity,total_price
1432,2025-03-16,신촌점,크루아상,베이커리,4500,1,4500
1433,2025-03-16,강남점,샌드위치,베이커리,7000,1,7000
1434,2025-03-16,홍대점,치즈케이크,디저트,6500,2,13000
1435,2025-03-17,홍대점,크로플,디저트,6000,1,6000
1436,2025-03-17,신촌점,크루아상,베이커리,4500,3,13500
1437,2025-03-17,신촌점,휘낭시에,디저트,3500,2,7000
1438,2025-03-18,신촌점,휘낭시에,디저트,3500,3,10500
1439,2025-03-18,홍대점,크로플,디저트,6000,1,6000
1440,2025-03-18,홍대점,크로플,디저트,6000,3,18000
1441,2025-03-19,신촌점,바닐라라떼,음료,5500,2,11000
1442,2025-03-19,신촌점,스콘,디저트,4000,1,4000
1443,2025-03-19,신촌점,아메리카노,음료,4500,1,4500
1444,2025-03-20,홍대점,스콘,디저트,4000,1,4000
1445,2025-03-20,신촌점,바닐라라떼,음료,5500,1,5500
1446,2025-03-20,신촌점,치즈케이크,디저트,6500,2,13000
1447,2025-03-20,강남점,휘낭시에,디저트,3500,1,3500
1448,2025-03-21,강남점,바닐라라떼,음료,5500,2,11000
1449,2025-03-21,신촌점,카페라떼,음료,5000,1,5000
1450,2025-03-21,홍대점,스콘,디저트,4000,1,4000
1451,2025-03-21,신촌점,스콘,디저트,4000,1,4000
1452,2025-03-22,홍대점,치즈케이크,디저트,6500,1,6500
1453,2025-03-22,신촌점,휘낭시에,디저트,3500,1,3500
1454,2025-03-22,홍대점,크로플,디저트,6000,1,6000
1455,2025-03-23,홍대점,아메리카노,음료,4500,1,4500
1456,2025-03-23,홍대점,카푸치노,음료,5000,2,10000
1457,2025-03-23,강남점,크로플,디저트,6000,1,6000
1458,2025-03-23,강남점,샌드위치,베이커리,7000,2,14000
1459,2025-03-23,신촌점,바닐라라떼,음료,5500,1,5500
1460,2025-03-23,신촌점,카푸치노,음료,5000,1,5000
1461,2025-03-23,신촌점,치즈케이크,디저트,6500,1,6500
1462,2025-03-24,강남점,스콘,디저트,4000,1,4000
1463,2025-03-24,신촌점,치즈케이크,디저트,6500,1,6500
1464,2025-03-24,홍대점,스콘,디저트,4000,2,8000
1465,2025-03-25,홍대점,카페라떼,음료,5000,1,5000
1466,2025-03-25,신촌점,바닐라라떼,음료,5500,2,11000
1467,2025-03-25,홍대점,샌드위치,베이커리,7000,2,14000
1468,2025-03-25,강남점,카페라떼,음료,5000,1,5000
1469,2025-03-25,홍대점,카푸치노,음료,5000,1,5000
1470,2025-03-26,홍대점,카페라떼,음료,5000,1,5000
1471,2025-03-26,강남점,치즈케이크,디저트,6500,1,6500
1472,2025-03-26,강남점,카페라떼,음료,5000,1,5000
1473,2025-03-26,홍대점,크루아상,베이커리,4500,1,4500
1474,2025-03-26,신촌점,치즈케이크,디저트,6500,2,13000
1475,2025-03-26,강남점,바닐라라떼,음료,5500,1,5500
1476,2025-03-26,신촌점,크로플,디저트,6000,1,6000
1477,2025-03-27,신촌점,카페라떼,음료,5000,1,5000
1478,2025-03-27,신촌점,샌드위치,베이커리,7000,1,7000
1479,2025-03-27,신촌점,휘낭시에,디저트,3500,1,3500
1480,2025-03-27,신촌점,휘낭시에,디저트,3500,1,3500
1481,2025-03-28,홍대점,바닐라라떼,음료,5500,1,5500
1482,2025-03-28,홍대점,샌드위치,베이커리,7000,2,14000
1483,2025-03-28,신촌점,휘낭시에,디저트,3500,1,3500
1484,2025-03-28,홍대점,카페라떼,음료,5000,1,5000
1485,2025-03-28,홍대점,아메리카노,음료,4500,1,4500
1486,2025-03-29,신촌점,카페라떼,음료,5000,2,10000
1487,2025-03-29,신촌점,스콘,디저트,4000,1,4000
1488,2025-03-29,신촌점,아메리카노,음료,4500,1,4500
1489,2025-03-30,홍대점,카푸치노,음료,5000,1,5000
1490,2025-03-30,강남점,크루아상,베이커리,4500,1,4500
1491,2025-03-30,홍대점,샌드위치,베이커리,7000,1,7000
1492,2025-03-30,강남점,카페라떼,음료,5000,1,5000
1493,2025-03-30,홍대점,아메리카노,음료,4500,1,4500
1494,2025-03-30,신촌점,샌드위치,베이커리,7000,1,7000
1495,2025-03-30,홍대점,바닐라라떼,음료,5500,1,5500
1496,2025-03-30,홍대점,스콘,디저트,4000,1,4000
1497,2025-03-31,신촌점,휘낭시에,디저트,3500,1,3500
1498,2025-03-31,강남점,치즈케이크,디저트,6500,1,6500
1499,2025-03-31,홍대점,크루아상,베이커리,4500,2,9000
1500,2025-03-31,신촌점,크로플,디저트,6000,2,12000
1501,2025-03-31,홍대점,휘낭시에,디저트,3500,2,7000
1502,2025-03-31,강남점,카페라떼,음료,5000,1,5000
1503,2025-03-31,신촌점,치즈케이크,디저트,6500,1,6500
1504,2025-03-31,신촌점,스콘,디저트,4000,1,4000
